country_iso3,country_name,movement_id,subtype,episode_role,clean_comparator_eligible,confidence,source_status,review_status,year,subtype_treated_any,subtype_clean_comparator,subtype_conditional_comparator
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1985,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1986,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1987,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1988,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1989,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1990,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1991,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1992,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1993,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_oil_price_collapse_response_1985_1995,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1994,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1995,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1996,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1997,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1998,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,1999,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2000,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2001,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2002,1.0,0.0,0.0
ARE,United Arab Emirates,uae_zayed_late_era_1995_2004,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2003,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2004,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2005,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2006,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2007,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2008,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2009,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2010,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2011,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2012,1.0,0.0,0.0
ARE,United Arab Emirates,uae_khalifa_early_era_2004_2014; uae_khalifa_global_financial_crisis_2008_2010,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2013,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_crown_prince_era_2014_2022,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2014,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_crown_prince_era_2014_2022,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2015,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_crown_prince_era_2014_2022,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2016,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_crown_prince_era_2014_2022,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2017,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_crown_prince_era_2014_2022,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2018,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_crown_prince_era_2014_2022,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2019,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_crown_prince_era_2014_2022,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2020,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_crown_prince_era_2014_2022,resource_developmentalist,treated,no,medium_high,current_positive_inventory,draft_treated_phase,2021,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_presidency_2022_present,resource_developmentalist,treated,no,medium_high,current_positive_inventory_fallback,provisional_fallback,2022,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_presidency_2022_present,resource_developmentalist,treated,no,medium_high,current_positive_inventory_fallback,provisional_fallback,2023,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_presidency_2022_present,resource_developmentalist,treated,no,medium_high,current_positive_inventory_fallback,provisional_fallback,2024,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_presidency_2022_present,resource_developmentalist,treated,no,medium_high,current_positive_inventory_fallback,provisional_fallback,2025,1.0,0.0,0.0
ARE,United Arab Emirates,uae_mbz_presidency_2022_present,resource_developmentalist,treated,no,medium_high,current_positive_inventory_fallback,provisional_fallback,2026,1.0,0.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,1996,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,1997,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,1998,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,1999,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2000,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2001,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2002,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2003,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2004,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2005,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2006,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2007,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2008,0.0,1.0,0.0
AUS,Australia,australia_howard_coalition_1996_2007; australia_rudd_alp_2007_2010,market_open_resource_peer,comparator,yes,medium_high,current_positive_inventory,clean_comparator_candidate,2009,0.0,1.0,0.0
AUS,Australia,australia_rudd_alp_2007_2010,resource_nationalisation_shock,shock,no,medium_high,current_positive_inventory,draft_shock_episode,2010,0.0,0.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2011_2012,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2011,0.0,1.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2011_2012,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2012,0.0,1.0,0.0
AUS,Australia,australia_abbott_lnp_2013_2015,resource_nationalisation_shock,shock,no,medium_high,current_positive_inventory,draft_shock_episode,2013,0.0,0.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2014_2020,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2014,0.0,1.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2014_2020,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2015,0.0,1.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2014_2020,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2016,0.0,1.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2014_2020,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2017,0.0,1.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2014_2020,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2018,0.0,1.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2014_2020,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2019,0.0,1.0,0.0
AUS,Australia,case_map_candidate:australia_market_open_resource_peer_2014_2020,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2020,0.0,1.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1970,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1971,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1972,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1973,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1974,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1975,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1976,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1977,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1978,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1979,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1980,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1981,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1982,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1983,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1984,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1985,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1986,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1987,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1988,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1989,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1990,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1991,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1992,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1993,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1994,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1995,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1996,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1997,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1998,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,1999,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2000,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2001,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2002,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2003,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2004,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2005,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2006,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2007,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2008,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2009,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2010,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2011,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2012,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2013,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2014,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2015,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2016,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2017,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2018,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2019,0.0,0.0,0.0
BHR,Bahrain,no_confirmed_movement_id,uncoded,uncoded,no,high,residual_zero_uncoded,uncoded_holdout,2020,0.0,0.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1966,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1967,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1968,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1969,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1970,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1971,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1972,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1973,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1974,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1975,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1976,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1977,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1978,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1979,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1980,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1981,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1982,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1983,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1984,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1985,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1986,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1987,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1988,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1989,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1990,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1991,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1992,0.0,1.0,0.0
BWA,Botswana,case_map_candidate:botswana_sacu_diamond_institutional_success_1966_present,rule_bound_resource_manager,comparator,yes,high,case_map_candidate,clean_comparator_candidate_sample_scope,1993,0.0,1.0,0.0
